input_text,target_text
"Genera una descripción atractiva de este artículo: parlante bluetooth, marca Lenovo, color azul, tamaño mediano, forma cuadrado, hecho de plástico, condición nuevo, perfecto para estudio.","Un excelente parlante bluetooth nuevo, color azul, con forma cuadrado y materiales de calidad como plástico. Diseñado por Lenovo para quienes buscan lo mejor en estudio."
"Eres asesor de tecnología. Promociona un smartphone de la marca Xiaomi, color blanco, tamaño mediano, con forma rectangular, material aluminio, estado nuevo, pensado para viajes.","Un excelente smartphone nuevo, color blanco, con forma rectangular y materiales de calidad como aluminio. Diseñado por Xiaomi para quienes buscan lo mejor en viajes."
"Producto para catálogo: router WiFi (HP). Color: blanco, tamaño: grande, forma: ovalado, material: metal, estado: reacondicionado. Recomendado para: hogar.","Un excelente router WiFi reacondicionado, color blanco, con forma ovalado y materiales de calidad como metal. Diseñado por HP para quienes buscan lo mejor en hogar."
Actúa como un vendedor profesional. Describe un producto: silla gamer; marca: Lenovo; color: gris; tamaño: compacto; forma: cuadrado; material: vidrio; estado: nuevo; uso recomendado: gaming.,"Este silla gamer fue diseñado para el uso en gaming, con cuerpo de vidrio y un elegante color gris. Marca Lenovo, estado: nuevo."
"Eres asesor de tecnología. Promociona un barra de sonido de la marca Lenovo, color azul, tamaño mediano, con forma ovalado, material metal, estado nuevo, pensado para hogar.","Un excelente barra de sonido nuevo, color azul, con forma ovalado y materiales de calidad como metal. Diseñado por Lenovo para quienes buscan lo mejor en hogar."
"Quiero convencer a un cliente para que compre un cámara de seguridad marca Lenovo, color negro, tamaño mediano, forma cuadrado, hecho de aluminio, en estado usado, ideal para hogar.","Con estructura de aluminio y diseño cuadrado, este cámara de seguridad marca Lenovo ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado usado."
Actúa como un vendedor profesional. Describe un producto: router WiFi; marca: Asus; color: gris; tamaño: grande; forma: ovalado; material: plástico; estado: nuevo; uso recomendado: viajes.,"Potencia y estilo se unen en este router WiFi de Asus. Color gris, tamaño grande y excelente condición nuevo. Perfecto para viajes."
"Eres asesor de tecnología. Promociona un impresora de la marca Asus, color negro, tamaño mediano, con forma rectangular, material plástico, estado reacondicionado, pensado para oficina.","Este impresora fue diseñado para el uso en oficina, con cuerpo de plástico y un elegante color negro. Marca Asus, estado: reacondicionado."
"Genera una descripción atractiva de este artículo: hub USB-C, marca Samsung, color negro, tamaño mediano, forma circular, hecho de vidrio, condición nuevo, perfecto para estudio.","Este hub USB-C de la marca Samsung combina elegancia y funcionalidad. Su diseño circular, color negro y tamaño mediano lo hacen ideal para estudio. Estado: nuevo."
Actúa como un vendedor profesional. Describe un producto: reloj inteligente; marca: Sony; color: gris; tamaño: mediano; forma: circular; material: aluminio; estado: reacondicionado; uso recomendado: gaming.,"Con estructura de aluminio y diseño circular, este reloj inteligente marca Sony ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado reacondicionado."
"Quiero convencer a un cliente para que compre un notebook marca Apple, color verde, tamaño grande, forma rectangular, hecho de plástico, en estado reacondicionado, ideal para oficina.","Un excelente notebook reacondicionado, color verde, con forma rectangular y materiales de calidad como plástico. Diseñado por Apple para quienes buscan lo mejor en oficina."
"Genera una descripción atractiva de este artículo: mouse ergonómico, marca Samsung, color gris, tamaño grande, forma cuadrado, hecho de plástico, condición nuevo, perfecto para hogar.","Con estructura de plástico y diseño cuadrado, este mouse ergonómico marca Samsung ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado nuevo."
"Quiero convencer a un cliente para que compre un impresora marca Sony, color gris, tamaño compacto, forma circular, hecho de metal, en estado reacondicionado, ideal para hogar.","Este impresora fue diseñado para el uso en hogar, con cuerpo de metal y un elegante color gris. Marca Sony, estado: reacondicionado."
Actúa como un vendedor profesional. Describe un producto: parlante bluetooth; marca: Lenovo; color: verde; tamaño: grande; forma: cuadrado; material: vidrio; estado: usado; uso recomendado: hogar.,"Este parlante bluetooth fue diseñado para el uso en hogar, con cuerpo de vidrio y un elegante color verde. Marca Lenovo, estado: usado."
"Eres asesor de tecnología. Promociona un router WiFi de la marca Samsung, color rojo, tamaño compacto, con forma ovalado, material metal, estado reacondicionado, pensado para gaming.","Con estructura de metal y diseño ovalado, este router WiFi marca Samsung ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado reacondicionado."
"Producto para catálogo: proyector portátil (Apple). Color: blanco, tamaño: compacto, forma: ovalado, material: vidrio, estado: usado. Recomendado para: viajes.","Este proyector portátil fue diseñado para el uso en viajes, con cuerpo de vidrio y un elegante color blanco. Marca Apple, estado: usado."
"Genera una descripción atractiva de este artículo: barra de sonido, marca Apple, color azul, tamaño grande, forma cuadrado, hecho de plástico, condición usado, perfecto para viajes.","Con estructura de plástico y diseño cuadrado, este barra de sonido marca Apple ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado usado."
Actúa como un vendedor profesional. Describe un producto: televisor LED; marca: Apple; color: azul; tamaño: grande; forma: ovalado; material: vidrio; estado: usado; uso recomendado: oficina.,"Este televisor LED de la marca Apple combina elegancia y funcionalidad. Su diseño ovalado, color azul y tamaño grande lo hacen ideal para oficina. Estado: usado."
"Quiero convencer a un cliente para que compre un drone marca Samsung, color plateado, tamaño grande, forma ovalado, hecho de aluminio, en estado reacondicionado, ideal para estudio.","Este drone fue diseñado para el uso en estudio, con cuerpo de aluminio y un elegante color plateado. Marca Samsung, estado: reacondicionado."
Actúa como un vendedor profesional. Describe un producto: smartphone; marca: Acer; color: blanco; tamaño: mediano; forma: rectangular; material: aluminio; estado: nuevo; uso recomendado: estudio.,"Este smartphone de la marca Acer combina elegancia y funcionalidad. Su diseño rectangular, color blanco y tamaño mediano lo hacen ideal para estudio. Estado: nuevo."
"Quiero convencer a un cliente para que compre un televisor LED marca Lenovo, color plateado, tamaño compacto, forma ovalado, hecho de plástico, en estado reacondicionado, ideal para estudio.","Potencia y estilo se unen en este televisor LED de Lenovo. Color plateado, tamaño compacto y excelente condición reacondicionado. Perfecto para estudio."
"Genera una descripción atractiva de este artículo: notebook, marca Sony, color verde, tamaño mediano, forma rectangular, hecho de plástico, condición usado, perfecto para oficina.","Un excelente notebook usado, color verde, con forma rectangular y materiales de calidad como plástico. Diseñado por Sony para quienes buscan lo mejor en oficina."
Actúa como un vendedor profesional. Describe un producto: tablet; marca: Sony; color: rojo; tamaño: compacto; forma: ovalado; material: aluminio; estado: reacondicionado; uso recomendado: viajes.,"Con estructura de aluminio y diseño ovalado, este tablet marca Sony ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado reacondicionado."
"Producto para catálogo: tablet (Asus). Color: plateado, tamaño: mediano, forma: ovalado, material: aluminio, estado: usado. Recomendado para: oficina.","Este tablet fue diseñado para el uso en oficina, con cuerpo de aluminio y un elegante color plateado. Marca Asus, estado: usado."
Actúa como un vendedor profesional. Describe un producto: barra de sonido; marca: Acer; color: negro; tamaño: grande; forma: cuadrado; material: aluminio; estado: reacondicionado; uso recomendado: gaming.,"Con estructura de aluminio y diseño cuadrado, este barra de sonido marca Acer ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado reacondicionado."
"Producto para catálogo: disco duro externo (Samsung). Color: azul, tamaño: compacto, forma: circular, material: vidrio, estado: reacondicionado. Recomendado para: estudio.","Con estructura de vidrio y diseño circular, este disco duro externo marca Samsung ofrece gran rendimiento y estilo. Ideal para estudio. Se encuentra en estado reacondicionado."
"Eres asesor de tecnología. Promociona un cámara de seguridad de la marca Sony, color gris, tamaño compacto, con forma circular, material plástico, estado nuevo, pensado para viajes.","Un excelente cámara de seguridad nuevo, color gris, con forma circular y materiales de calidad como plástico. Diseñado por Sony para quienes buscan lo mejor en viajes."
"Quiero convencer a un cliente para que compre un drone marca Lenovo, color rojo, tamaño compacto, forma cuadrado, hecho de metal, en estado usado, ideal para hogar.","Este drone fue diseñado para el uso en hogar, con cuerpo de metal y un elegante color rojo. Marca Lenovo, estado: usado."
"Eres asesor de tecnología. Promociona un hub USB-C de la marca Asus, color verde, tamaño mediano, con forma circular, material aluminio, estado reacondicionado, pensado para oficina.","Este hub USB-C de la marca Asus combina elegancia y funcionalidad. Su diseño circular, color verde y tamaño mediano lo hacen ideal para oficina. Estado: reacondicionado."
"Producto para catálogo: proyector portátil (Acer). Color: gris, tamaño: mediano, forma: cuadrado, material: aluminio, estado: nuevo. Recomendado para: hogar.","Con estructura de aluminio y diseño cuadrado, este proyector portátil marca Acer ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado nuevo."
Actúa como un vendedor profesional. Describe un producto: cámara de seguridad; marca: Logitech; color: gris; tamaño: compacto; forma: rectangular; material: plástico; estado: usado; uso recomendado: estudio.,"Con estructura de plástico y diseño rectangular, este cámara de seguridad marca Logitech ofrece gran rendimiento y estilo. Ideal para estudio. Se encuentra en estado usado."
Actúa como un vendedor profesional. Describe un producto: disco duro externo; marca: Acer; color: azul; tamaño: mediano; forma: rectangular; material: aluminio; estado: reacondicionado; uso recomendado: viajes.,"Este disco duro externo fue diseñado para el uso en viajes, con cuerpo de aluminio y un elegante color azul. Marca Acer, estado: reacondicionado."
"Producto para catálogo: reloj inteligente (Logitech). Color: azul, tamaño: mediano, forma: circular, material: metal, estado: nuevo. Recomendado para: estudio.","Este reloj inteligente de la marca Logitech combina elegancia y funcionalidad. Su diseño circular, color azul y tamaño mediano lo hacen ideal para estudio. Estado: nuevo."
"Eres asesor de tecnología. Promociona un notebook de la marca Apple, color plateado, tamaño grande, con forma cuadrado, material plástico, estado nuevo, pensado para oficina.","Un excelente notebook nuevo, color plateado, con forma cuadrado y materiales de calidad como plástico. Diseñado por Apple para quienes buscan lo mejor en oficina."
"Producto para catálogo: luces LED (Logitech). Color: blanco, tamaño: compacto, forma: cuadrado, material: vidrio, estado: nuevo. Recomendado para: viajes.","Potencia y estilo se unen en este luces LED de Logitech. Color blanco, tamaño compacto y excelente condición nuevo. Perfecto para viajes."
"Producto para catálogo: hub USB-C (Apple). Color: gris, tamaño: mediano, forma: cuadrado, material: metal, estado: nuevo. Recomendado para: gaming.","Este hub USB-C fue diseñado para el uso en gaming, con cuerpo de metal y un elegante color gris. Marca Apple, estado: nuevo."
Actúa como un vendedor profesional. Describe un producto: impresora; marca: Apple; color: verde; tamaño: grande; forma: rectangular; material: metal; estado: usado; uso recomendado: oficina.,"Un excelente impresora usado, color verde, con forma rectangular y materiales de calidad como metal. Diseñado por Apple para quienes buscan lo mejor en oficina."
"Genera una descripción atractiva de este artículo: luces LED, marca Acer, color plateado, tamaño mediano, forma rectangular, hecho de vidrio, condición reacondicionado, perfecto para viajes.","Potencia y estilo se unen en este luces LED de Acer. Color plateado, tamaño mediano y excelente condición reacondicionado. Perfecto para viajes."
"Eres asesor de tecnología. Promociona un cámara de seguridad de la marca HP, color verde, tamaño compacto, con forma cuadrado, material plástico, estado nuevo, pensado para gaming.","Este cámara de seguridad de la marca HP combina elegancia y funcionalidad. Su diseño cuadrado, color verde y tamaño compacto lo hacen ideal para gaming. Estado: nuevo."
Actúa como un vendedor profesional. Describe un producto: smartphone; marca: Xiaomi; color: rojo; tamaño: grande; forma: circular; material: plástico; estado: usado; uso recomendado: estudio.,"Potencia y estilo se unen en este smartphone de Xiaomi. Color rojo, tamaño grande y excelente condición usado. Perfecto para estudio."
"Quiero convencer a un cliente para que compre un disco duro externo marca Sony, color verde, tamaño mediano, forma circular, hecho de vidrio, en estado nuevo, ideal para viajes.","Potencia y estilo se unen en este disco duro externo de Sony. Color verde, tamaño mediano y excelente condición nuevo. Perfecto para viajes."
"Eres asesor de tecnología. Promociona un router WiFi de la marca Samsung, color plateado, tamaño mediano, con forma cuadrado, material plástico, estado nuevo, pensado para viajes.","Con estructura de plástico y diseño cuadrado, este router WiFi marca Samsung ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado nuevo."
"Producto para catálogo: disco duro externo (Apple). Color: negro, tamaño: compacto, forma: rectangular, material: plástico, estado: reacondicionado. Recomendado para: gaming.","Un excelente disco duro externo reacondicionado, color negro, con forma rectangular y materiales de calidad como plástico. Diseñado por Apple para quienes buscan lo mejor en gaming."
"Quiero convencer a un cliente para que compre un smartphone marca Lenovo, color negro, tamaño compacto, forma ovalado, hecho de metal, en estado nuevo, ideal para oficina.","Con estructura de metal y diseño ovalado, este smartphone marca Lenovo ofrece gran rendimiento y estilo. Ideal para oficina. Se encuentra en estado nuevo."
"Quiero convencer a un cliente para que compre un cámara de seguridad marca Asus, color rojo, tamaño compacto, forma ovalado, hecho de vidrio, en estado nuevo, ideal para hogar.","Con estructura de vidrio y diseño ovalado, este cámara de seguridad marca Asus ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado nuevo."
"Eres asesor de tecnología. Promociona un barra de sonido de la marca Asus, color plateado, tamaño compacto, con forma rectangular, material metal, estado reacondicionado, pensado para gaming.","Este barra de sonido fue diseñado para el uso en gaming, con cuerpo de metal y un elegante color plateado. Marca Asus, estado: reacondicionado."
"Quiero convencer a un cliente para que compre un router WiFi marca Samsung, color rojo, tamaño compacto, forma cuadrado, hecho de vidrio, en estado reacondicionado, ideal para gaming.","Potencia y estilo se unen en este router WiFi de Samsung. Color rojo, tamaño compacto y excelente condición reacondicionado. Perfecto para gaming."
"Eres asesor de tecnología. Promociona un hub USB-C de la marca Logitech, color rojo, tamaño mediano, con forma rectangular, material metal, estado nuevo, pensado para estudio.","Este hub USB-C fue diseñado para el uso en estudio, con cuerpo de metal y un elegante color rojo. Marca Logitech, estado: nuevo."
"Producto para catálogo: hub USB-C (Lenovo). Color: rojo, tamaño: grande, forma: ovalado, material: vidrio, estado: reacondicionado. Recomendado para: viajes.","Este hub USB-C de la marca Lenovo combina elegancia y funcionalidad. Su diseño ovalado, color rojo y tamaño grande lo hacen ideal para viajes. Estado: reacondicionado."
"Genera una descripción atractiva de este artículo: impresora, marca Samsung, color negro, tamaño compacto, forma cuadrado, hecho de metal, condición usado, perfecto para gaming.","Un excelente impresora usado, color negro, con forma cuadrado y materiales de calidad como metal. Diseñado por Samsung para quienes buscan lo mejor en gaming."
"Producto para catálogo: impresora (Apple). Color: rojo, tamaño: mediano, forma: circular, material: aluminio, estado: reacondicionado. Recomendado para: gaming.","Potencia y estilo se unen en este impresora de Apple. Color rojo, tamaño mediano y excelente condición reacondicionado. Perfecto para gaming."
"Eres asesor de tecnología. Promociona un reloj inteligente de la marca Samsung, color azul, tamaño compacto, con forma circular, material vidrio, estado usado, pensado para hogar.","Con estructura de vidrio y diseño circular, este reloj inteligente marca Samsung ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado usado."
"Genera una descripción atractiva de este artículo: mouse ergonómico, marca Logitech, color gris, tamaño mediano, forma circular, hecho de aluminio, condición reacondicionado, perfecto para viajes.","Con estructura de aluminio y diseño circular, este mouse ergonómico marca Logitech ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado reacondicionado."
Actúa como un vendedor profesional. Describe un producto: parlante bluetooth; marca: Logitech; color: rojo; tamaño: grande; forma: ovalado; material: aluminio; estado: reacondicionado; uso recomendado: oficina.,"Con estructura de aluminio y diseño ovalado, este parlante bluetooth marca Logitech ofrece gran rendimiento y estilo. Ideal para oficina. Se encuentra en estado reacondicionado."
Actúa como un vendedor profesional. Describe un producto: tablet; marca: HP; color: rojo; tamaño: mediano; forma: ovalado; material: metal; estado: nuevo; uso recomendado: hogar.,"Este tablet fue diseñado para el uso en hogar, con cuerpo de metal y un elegante color rojo. Marca HP, estado: nuevo."
"Producto para catálogo: luces LED (Apple). Color: blanco, tamaño: grande, forma: circular, material: vidrio, estado: reacondicionado. Recomendado para: gaming.","Este luces LED de la marca Apple combina elegancia y funcionalidad. Su diseño circular, color blanco y tamaño grande lo hacen ideal para gaming. Estado: reacondicionado."
"Eres asesor de tecnología. Promociona un cámara de seguridad de la marca Xiaomi, color gris, tamaño compacto, con forma cuadrado, material aluminio, estado reacondicionado, pensado para viajes.","Este cámara de seguridad fue diseñado para el uso en viajes, con cuerpo de aluminio y un elegante color gris. Marca Xiaomi, estado: reacondicionado."
"Quiero convencer a un cliente para que compre un cámara de seguridad marca Logitech, color plateado, tamaño mediano, forma cuadrado, hecho de vidrio, en estado nuevo, ideal para oficina.","Este cámara de seguridad de la marca Logitech combina elegancia y funcionalidad. Su diseño cuadrado, color plateado y tamaño mediano lo hacen ideal para oficina. Estado: nuevo."
"Eres asesor de tecnología. Promociona un televisor LED de la marca Sony, color rojo, tamaño compacto, con forma circular, material metal, estado usado, pensado para viajes.","Con estructura de metal y diseño circular, este televisor LED marca Sony ofrece gran rendimiento y estilo. Ideal para viajes. Se encuentra en estado usado."
"Genera una descripción atractiva de este artículo: notebook, marca Lenovo, color rojo, tamaño compacto, forma cuadrado, hecho de plástico, condición reacondicionado, perfecto para viajes.","Este notebook de la marca Lenovo combina elegancia y funcionalidad. Su diseño cuadrado, color rojo y tamaño compacto lo hacen ideal para viajes. Estado: reacondicionado."
"Producto para catálogo: monitor gamer (Samsung). Color: negro, tamaño: mediano, forma: ovalado, material: plástico, estado: nuevo. Recomendado para: hogar.","Este monitor gamer fue diseñado para el uso en hogar, con cuerpo de plástico y un elegante color negro. Marca Samsung, estado: nuevo."
"Genera una descripción atractiva de este artículo: router WiFi, marca Apple, color azul, tamaño compacto, forma cuadrado, hecho de plástico, condición nuevo, perfecto para hogar.","Este router WiFi fue diseñado para el uso en hogar, con cuerpo de plástico y un elegante color azul. Marca Apple, estado: nuevo."
Actúa como un vendedor profesional. Describe un producto: barra de sonido; marca: Sony; color: azul; tamaño: mediano; forma: rectangular; material: aluminio; estado: usado; uso recomendado: gaming.,"Con estructura de aluminio y diseño rectangular, este barra de sonido marca Sony ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado usado."
Actúa como un vendedor profesional. Describe un producto: reloj inteligente; marca: Apple; color: negro; tamaño: mediano; forma: ovalado; material: vidrio; estado: usado; uso recomendado: gaming.,"Con estructura de vidrio y diseño ovalado, este reloj inteligente marca Apple ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado usado."
Actúa como un vendedor profesional. Describe un producto: teclado mecánico; marca: Lenovo; color: blanco; tamaño: grande; forma: circular; material: plástico; estado: usado; uso recomendado: estudio.,"Un excelente teclado mecánico usado, color blanco, con forma circular y materiales de calidad como plástico. Diseñado por Lenovo para quienes buscan lo mejor en estudio."
"Producto para catálogo: silla gamer (Samsung). Color: gris, tamaño: mediano, forma: cuadrado, material: plástico, estado: reacondicionado. Recomendado para: gaming.","Este silla gamer fue diseñado para el uso en gaming, con cuerpo de plástico y un elegante color gris. Marca Samsung, estado: reacondicionado."
"Producto para catálogo: consola de videojuegos (Asus). Color: verde, tamaño: compacto, forma: rectangular, material: vidrio, estado: usado. Recomendado para: oficina.","Este consola de videojuegos fue diseñado para el uso en oficina, con cuerpo de vidrio y un elegante color verde. Marca Asus, estado: usado."
Actúa como un vendedor profesional. Describe un producto: mouse ergonómico; marca: Apple; color: rojo; tamaño: mediano; forma: rectangular; material: aluminio; estado: reacondicionado; uso recomendado: hogar.,"Potencia y estilo se unen en este mouse ergonómico de Apple. Color rojo, tamaño mediano y excelente condición reacondicionado. Perfecto para hogar."
"Eres asesor de tecnología. Promociona un teclado mecánico de la marca Acer, color blanco, tamaño compacto, con forma ovalado, material aluminio, estado reacondicionado, pensado para oficina.","Este teclado mecánico de la marca Acer combina elegancia y funcionalidad. Su diseño ovalado, color blanco y tamaño compacto lo hacen ideal para oficina. Estado: reacondicionado."
"Eres asesor de tecnología. Promociona un notebook de la marca Asus, color verde, tamaño compacto, con forma rectangular, material plástico, estado usado, pensado para oficina.","Un excelente notebook usado, color verde, con forma rectangular y materiales de calidad como plástico. Diseñado por Asus para quienes buscan lo mejor en oficina."
Actúa como un vendedor profesional. Describe un producto: silla gamer; marca: Logitech; color: gris; tamaño: grande; forma: circular; material: plástico; estado: nuevo; uso recomendado: oficina.,"Este silla gamer de la marca Logitech combina elegancia y funcionalidad. Su diseño circular, color gris y tamaño grande lo hacen ideal para oficina. Estado: nuevo."
"Genera una descripción atractiva de este artículo: smartphone, marca HP, color plateado, tamaño compacto, forma cuadrado, hecho de plástico, condición reacondicionado, perfecto para viajes.","Este smartphone de la marca HP combina elegancia y funcionalidad. Su diseño cuadrado, color plateado y tamaño compacto lo hacen ideal para viajes. Estado: reacondicionado."
"Eres asesor de tecnología. Promociona un hub USB-C de la marca Apple, color gris, tamaño compacto, con forma rectangular, material aluminio, estado nuevo, pensado para hogar.","Este hub USB-C de la marca Apple combina elegancia y funcionalidad. Su diseño rectangular, color gris y tamaño compacto lo hacen ideal para hogar. Estado: nuevo."
"Eres asesor de tecnología. Promociona un mouse ergonómico de la marca Logitech, color rojo, tamaño mediano, con forma circular, material vidrio, estado nuevo, pensado para hogar.","Con estructura de vidrio y diseño circular, este mouse ergonómico marca Logitech ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado nuevo."
"Producto para catálogo: smartphone (Asus). Color: azul, tamaño: mediano, forma: cuadrado, material: metal, estado: usado. Recomendado para: viajes.","Este smartphone fue diseñado para el uso en viajes, con cuerpo de metal y un elegante color azul. Marca Asus, estado: usado."
"Quiero convencer a un cliente para que compre un hub USB-C marca HP, color azul, tamaño mediano, forma cuadrado, hecho de aluminio, en estado nuevo, ideal para gaming.","Un excelente hub USB-C nuevo, color azul, con forma cuadrado y materiales de calidad como aluminio. Diseñado por HP para quienes buscan lo mejor en gaming."
"Eres asesor de tecnología. Promociona un disco duro externo de la marca Acer, color azul, tamaño compacto, con forma rectangular, material metal, estado nuevo, pensado para oficina.","Este disco duro externo fue diseñado para el uso en oficina, con cuerpo de metal y un elegante color azul. Marca Acer, estado: nuevo."
"Eres asesor de tecnología. Promociona un tablet de la marca Sony, color blanco, tamaño compacto, con forma circular, material vidrio, estado usado, pensado para estudio.","Este tablet fue diseñado para el uso en estudio, con cuerpo de vidrio y un elegante color blanco. Marca Sony, estado: usado."
"Eres asesor de tecnología. Promociona un mouse ergonómico de la marca Acer, color gris, tamaño compacto, con forma ovalado, material plástico, estado nuevo, pensado para estudio.","Con estructura de plástico y diseño ovalado, este mouse ergonómico marca Acer ofrece gran rendimiento y estilo. Ideal para estudio. Se encuentra en estado nuevo."
"Quiero convencer a un cliente para que compre un parlante bluetooth marca HP, color azul, tamaño compacto, forma ovalado, hecho de vidrio, en estado nuevo, ideal para gaming.","Con estructura de vidrio y diseño ovalado, este parlante bluetooth marca HP ofrece gran rendimiento y estilo. Ideal para gaming. Se encuentra en estado nuevo."
"Producto para catálogo: televisor LED (Logitech). Color: rojo, tamaño: grande, forma: ovalado, material: plástico, estado: usado. Recomendado para: estudio.","Este televisor LED fue diseñado para el uso en estudio, con cuerpo de plástico y un elegante color rojo. Marca Logitech, estado: usado."
"Eres asesor de tecnología. Promociona un silla gamer de la marca Xiaomi, color negro, tamaño mediano, con forma cuadrado, material aluminio, estado reacondicionado, pensado para estudio.","Potencia y estilo se unen en este silla gamer de Xiaomi. Color negro, tamaño mediano y excelente condición reacondicionado. Perfecto para estudio."
"Eres asesor de tecnología. Promociona un drone de la marca Acer, color azul, tamaño compacto, con forma rectangular, material vidrio, estado nuevo, pensado para gaming.","Un excelente drone nuevo, color azul, con forma rectangular y materiales de calidad como vidrio. Diseñado por Acer para quienes buscan lo mejor en gaming."
"Genera una descripción atractiva de este artículo: impresora, marca Lenovo, color azul, tamaño compacto, forma cuadrado, hecho de plástico, condición reacondicionado, perfecto para estudio.","Este impresora fue diseñado para el uso en estudio, con cuerpo de plástico y un elegante color azul. Marca Lenovo, estado: reacondicionado."
Actúa como un vendedor profesional. Describe un producto: drone; marca: Sony; color: negro; tamaño: mediano; forma: ovalado; material: vidrio; estado: usado; uso recomendado: hogar.,"Potencia y estilo se unen en este drone de Sony. Color negro, tamaño mediano y excelente condición usado. Perfecto para hogar."
"Producto para catálogo: barra de sonido (Xiaomi). Color: negro, tamaño: mediano, forma: cuadrado, material: plástico, estado: nuevo. Recomendado para: oficina.","Un excelente barra de sonido nuevo, color negro, con forma cuadrado y materiales de calidad como plástico. Diseñado por Xiaomi para quienes buscan lo mejor en oficina."
"Quiero convencer a un cliente para que compre un parlante bluetooth marca Sony, color verde, tamaño mediano, forma circular, hecho de vidrio, en estado reacondicionado, ideal para viajes.","Este parlante bluetooth de la marca Sony combina elegancia y funcionalidad. Su diseño circular, color verde y tamaño mediano lo hacen ideal para viajes. Estado: reacondicionado."
Actúa como un vendedor profesional. Describe un producto: tablet; marca: Samsung; color: gris; tamaño: mediano; forma: ovalado; material: aluminio; estado: reacondicionado; uso recomendado: viajes.,"Este tablet de la marca Samsung combina elegancia y funcionalidad. Su diseño ovalado, color gris y tamaño mediano lo hacen ideal para viajes. Estado: reacondicionado."
"Genera una descripción atractiva de este artículo: teclado mecánico, marca Xiaomi, color blanco, tamaño mediano, forma ovalado, hecho de metal, condición nuevo, perfecto para estudio.","Un excelente teclado mecánico nuevo, color blanco, con forma ovalado y materiales de calidad como metal. Diseñado por Xiaomi para quienes buscan lo mejor en estudio."
"Eres asesor de tecnología. Promociona un mouse ergonómico de la marca Xiaomi, color azul, tamaño compacto, con forma rectangular, material metal, estado reacondicionado, pensado para viajes.","Este mouse ergonómico de la marca Xiaomi combina elegancia y funcionalidad. Su diseño rectangular, color azul y tamaño compacto lo hacen ideal para viajes. Estado: reacondicionado."
"Eres asesor de tecnología. Promociona un drone de la marca Logitech, color plateado, tamaño mediano, con forma ovalado, material metal, estado nuevo, pensado para viajes.","Este drone fue diseñado para el uso en viajes, con cuerpo de metal y un elegante color plateado. Marca Logitech, estado: nuevo."
"Genera una descripción atractiva de este artículo: teclado mecánico, marca Samsung, color negro, tamaño compacto, forma circular, hecho de plástico, condición usado, perfecto para estudio.","Con estructura de plástico y diseño circular, este teclado mecánico marca Samsung ofrece gran rendimiento y estilo. Ideal para estudio. Se encuentra en estado usado."
Actúa como un vendedor profesional. Describe un producto: luces LED; marca: HP; color: azul; tamaño: compacto; forma: cuadrado; material: plástico; estado: nuevo; uso recomendado: viajes.,"Un excelente luces LED nuevo, color azul, con forma cuadrado y materiales de calidad como plástico. Diseñado por HP para quienes buscan lo mejor en viajes."
"Genera una descripción atractiva de este artículo: parlante bluetooth, marca Xiaomi, color negro, tamaño compacto, forma cuadrado, hecho de vidrio, condición nuevo, perfecto para hogar.","Este parlante bluetooth fue diseñado para el uso en hogar, con cuerpo de vidrio y un elegante color negro. Marca Xiaomi, estado: nuevo."
"Eres asesor de tecnología. Promociona un proyector portátil de la marca Xiaomi, color plateado, tamaño compacto, con forma circular, material plástico, estado reacondicionado, pensado para hogar.","Con estructura de plástico y diseño circular, este proyector portátil marca Xiaomi ofrece gran rendimiento y estilo. Ideal para hogar. Se encuentra en estado reacondicionado."
"Producto para catálogo: teclado mecánico (Acer). Color: plateado, tamaño: mediano, forma: circular, material: vidrio, estado: usado. Recomendado para: estudio.","Un excelente teclado mecánico usado, color plateado, con forma circular y materiales de calidad como vidrio. Diseñado por Acer para quienes buscan lo mejor en estudio."
"Eres asesor de tecnología. Promociona un drone de la marca HP, color verde, tamaño grande, con forma circular, material aluminio, estado nuevo, pensado para gaming.","Un excelente drone nuevo, color verde, con forma circular y materiales de calidad como aluminio. Diseñado por HP para quienes buscan lo mejor en gaming."
"Genera una descripción atractiva de este artículo: notebook, marca Logitech, color plateado, tamaño mediano, forma rectangular, hecho de vidrio, condición usado, perfecto para estudio.","Este notebook de la marca Logitech combina elegancia y funcionalidad. Su diseño rectangular, color plateado y tamaño mediano lo hacen ideal para estudio. Estado: usado."
